time,open,high,low,close
2021-02-02T19:00:00-03:00,105.007,105.007,104.73,104.766
2021-02-09T19:00:00-03:00,104.492,104.71,104.375,104.578
2021-02-10T19:00:00-03:00,104.458,104.861,104.458,104.673
2021-02-11T19:00:00-03:00,104.68,104.79,104.301,104.301
2021-02-14T19:00:00-03:00,104.04,104.11,103.838,103.885
2021-02-15T19:00:00-03:00,103.888,104.06,103.453,103.51
2021-02-16T19:00:00-03:00,103.587,103.83,103.342,103.72
2021-02-17T19:00:00-03:00,103.792,103.792,103.283,103.459
2021-02-18T19:00:00-03:00,103.468,103.468,103.037,103.085
2021-02-21T19:00:00-03:00,103.118,103.68,102.82,103.403
2021-02-22T19:00:00-03:00,103.48,103.48,102.91,103.226
2021-02-23T19:00:00-03:00,103.223,103.39,102.773,103.113
2021-02-24T19:00:00-03:00,102.38,102.48,102.013,102.04
2021-02-25T19:00:00-03:00,102.225,102.89,102.04,102.739
2021-02-28T19:00:00-03:00,103,103.51,102.825,103.38
2021-03-01T19:00:00-03:00,103.393,103.6,103.092,103.58
2021-03-02T19:00:00-03:00,103.524,103.66,102.827,102.98
2021-03-03T19:00:00-03:00,102.91,103.34,102.885,102.94
2021-03-04T19:00:00-03:00,103.15,103.16,102.755,103.11
2021-03-07T19:00:00-03:00,103.028,103.05,102.756,102.81
2021-03-08T19:00:00-03:00,102.794,103.38,102.79,103.08
2021-03-09T19:00:00-03:00,103.029,103.28,102.935,103.2
2021-03-10T19:00:00-03:00,103.2,103.72,103.11,103.37
2021-03-11T19:00:00-03:00,103.21,103.27,102.937,103.096
2021-03-14T18:00:00-03:00,103.018,103.5,103.018,103.348
2021-03-15T18:00:00-03:00,103.368,103.55,103.31,103.373
2021-03-16T18:00:00-03:00,103.37,103.42,102.86,103.016
2021-03-17T18:00:00-03:00,102.938,103.04,102.5,102.726
2021-03-18T18:00:00-03:00,102.884,103.12,102.79,102.876
2021-03-21T18:00:00-03:00,102.948,103.36,102.948,103.086
2021-03-22T18:00:00-03:00,103.087,103.6,103.087,103.527
2021-03-23T18:00:00-03:00,103.45,103.79,103.421,103.649
2021-03-24T18:00:00-03:00,103.569,103.94,103.547,103.819
2021-03-25T18:00:00-03:00,103.88,103.891,103.393,103.444
2021-03-28T18:00:00-03:00,103.518,103.73,103.117,103.118
2021-03-29T18:00:00-03:00,103.197,103.197,102.587,102.896
2021-03-30T18:00:00-03:00,102.827,103.03,102.67,102.871
2021-03-31T18:00:00-03:00,102.942,103.313,102.86,103.23
2021-04-01T18:00:00-03:00,103.273,103.286,103.26,103.265
2021-04-04T18:00:00-03:00,103.273,103.286,103.273,103.286
2021-04-05T18:00:00-03:00,103.275,103.34,102.941,103.206
2021-04-06T18:00:00-03:00,103.169,103.44,103.145,103.148
2021-04-07T18:00:00-03:00,103.223,103.484,103.17,103.427
2021-04-08T18:00:00-03:00,103.352,103.36,102.829,102.961
