time,open,high,low,close
2021-03-07T19:00:00-03:00,149.923,150.701,149.66,150.566
2021-03-08T19:00:00-03:00,150.566,151.283,150.434,150.684
2021-03-09T19:00:00-03:00,150.684,151.192,150.644,151.057
2021-03-10T19:00:00-03:00,151.057,151.838,150.885,151.832
2021-03-11T19:00:00-03:00,151.832,152.238,151.233,151.776
2021-03-14T18:00:00-03:00,151.776,152.119,151.204,151.718
2021-03-15T18:00:00-03:00,151.718,151.769,150.789,151.432
2021-03-16T18:00:00-03:00,151.432,152.07,151.345,151.975
2021-03-17T18:00:00-03:00,151.975,152.555,151.462,151.647
2021-03-18T18:00:00-03:00,151.647,151.807,150.568,151.012
2021-03-21T18:00:00-03:00,151.012,151.012,150.278,150.908
2021-03-22T18:00:00-03:00,150.908,150.92,149.082,149.332
2021-03-23T18:00:00-03:00,149.332,149.45,148.531,148.792
2021-03-24T18:00:00-03:00,148.792,150.057,148.766,149.974
2021-03-25T18:00:00-03:00,149.974,151.548,149.894,151.274
2021-03-28T18:00:00-03:00,151.274,151.812,150.586,151.17
2021-03-29T18:00:00-03:00,151.17,151.946,151.064,151.632
2021-03-30T18:00:00-03:00,151.632,152.783,151.554,152.578
2021-03-31T18:00:00-03:00,152.578,153.074,152.294,152.988
2021-04-01T18:00:00-03:00,152.988,153.206,152.706,153.136
2021-04-04T18:00:00-03:00,153.136,153.368,152.886,153.192
2021-04-05T18:00:00-03:00,153.192,153.416,151.688,151.694
2021-04-06T18:00:00-03:00,151.694,152.074,150.664,150.905
2021-04-07T18:00:00-03:00,150.905,151.092,149.888,150.075
2021-04-08T18:00:00-03:00,150.075,150.936,149.594,150.318
2021-04-11T18:00:00-03:00,150.318,150.591,149.761,150.318
2021-04-12T18:00:00-03:00,150.318,150.831,149.673,149.979
2021-04-13T18:00:00-03:00,149.979,150.46,149.589,150.084
2021-04-14T18:00:00-03:00,150.084,150.204,149.69,149.906
2021-04-15T18:00:00-03:00,149.906,150.627,149.39,150.588
2021-04-18T18:00:00-03:00,150.588,151.324,149.892,151.274
2021-04-19T18:00:00-03:00,151.274,151.98,150.562,150.672
2021-04-20T18:00:00-03:00,150.672,150.974,150.048,150.494
2021-04-21T18:00:00-03:00,150.494,150.654,149.407,149.411
2021-04-22T18:00:00-03:00,149.411,149.954,149.064,149.69
2021-04-25T18:00:00-03:00,149.69,150.384,149.541,150.232
2021-04-26T18:00:00-03:00,150.232,151.265,150.148,151.244
2021-04-27T18:00:00-03:00,151.244,151.571,151.014,151.368
2021-04-28T18:00:00-03:00,151.368,152.412,151.305,151.842
2021-04-29T18:00:00-03:00,151.842,152.116,150.875,151.092
2021-05-02T18:00:00-03:00,151.092,151.932,150.942,151.718
2021-05-03T18:00:00-03:00,151.718,152.06,151.004,151.773
2021-05-04T18:00:00-03:00,151.773,152.236,151.76,151.867
2021-05-05T18:00:00-03:00,151.867,152.126,151.252,151.564
2021-05-06T18:00:00-03:00,151.564,152.122,151.264,151.847
