time,open,high,low,close
2021-03-07T19:00:00-03:00,1.19176,1.19324,1.18441,1.18461
2021-03-08T19:00:00-03:00,1.18461,1.19158,1.1835499999999999,1.18997
2021-03-09T19:00:00-03:00,1.18997,1.19298,1.18688,1.19287
2021-03-10T19:00:00-03:00,1.19287,1.19899,1.19154,1.19838
2021-03-11T19:00:00-03:00,1.19838,1.19885,1.19099,1.19499
2021-03-14T18:00:00-03:00,1.1944299999999999,1.19675,1.1911,1.1924299999999999
2021-03-15T18:00:00-03:00,1.1924299999999999,1.19518,1.18821,1.19014
2021-03-16T18:00:00-03:00,1.19014,1.1985999999999999,1.18861,1.19777
2021-03-17T18:00:00-03:00,1.19777,1.19888,1.19062,1.19142
2021-03-18T18:00:00-03:00,1.19142,1.19372,1.1873799999999999,1.19011
2021-03-21T18:00:00-03:00,1.18709,1.19469,1.18708,1.19315
2021-03-22T18:00:00-03:00,1.19315,1.19408,1.18421,1.18486
2021-03-23T18:00:00-03:00,1.18486,1.18532,1.18097,1.18121
2021-03-24T18:00:00-03:00,1.18121,1.18278,1.17617,1.17634
2021-03-25T18:00:00-03:00,1.17634,1.18051,1.17622,1.1793
2021-03-28T18:00:00-03:00,1.17894,1.17939,1.1760599999999999,1.1764
2021-03-29T18:00:00-03:00,1.1764,1.17765,1.17112,1.17146
2021-03-30T18:00:00-03:00,1.17146,1.17601,1.17041,1.17299
2021-03-31T18:00:00-03:00,1.17299,1.178,1.17127,1.17757
2021-04-01T18:00:00-03:00,1.17757,1.1786699999999999,1.17491,1.1760599999999999
2021-04-04T18:00:00-03:00,1.17549,1.18195,1.17374,1.18103
2021-04-05T18:00:00-03:00,1.18103,1.18776,1.1795,1.18739
2021-04-06T18:00:00-03:00,1.18739,1.19148,1.18607,1.18621
2021-04-07T18:00:00-03:00,1.18621,1.19275,1.18608,1.19126
2021-04-08T18:00:00-03:00,1.19126,1.19201,1.18671,1.18976
2021-04-11T18:00:00-03:00,1.18893,1.19192,1.18713,1.19103
2021-04-12T18:00:00-03:00,1.19103,1.19559,1.18766,1.19473
2021-04-13T18:00:00-03:00,1.19473,1.19874,1.19429,1.19775
2021-04-14T18:00:00-03:00,1.19775,1.19932,1.19561,1.19645
2021-04-15T18:00:00-03:00,1.19645,1.1994799999999999,1.1950399999999999,1.19817
2021-04-18T18:00:00-03:00,1.1972099999999999,1.2048,1.19425,1.20363
2021-04-19T18:00:00-03:00,1.20363,1.20798,1.20225,1.20343
2021-04-20T18:00:00-03:00,1.20343,1.20437,1.19983,1.20343
2021-04-21T18:00:00-03:00,1.20343,1.20697,1.19937,1.20145
2021-04-22T18:00:00-03:00,1.20145,1.21001,1.20128,1.20968
2021-04-25T18:00:00-03:00,1.2091399999999999,1.21169,1.2061,1.20852
2021-04-26T18:00:00-03:00,1.20852,1.20928,1.20566,1.20896
2021-04-27T18:00:00-03:00,1.20896,1.21348,1.20562,1.21248
2021-04-28T18:00:00-03:00,1.21248,1.215,1.21021,1.21181
2021-04-29T18:00:00-03:00,1.21181,1.21266,1.20161,1.20161
2021-05-02T18:00:00-03:00,1.20319,1.20762,1.20131,1.20632
2021-05-03T18:00:00-03:00,1.20632,1.20637,1.19989,1.20125
2021-05-04T18:00:00-03:00,1.20125,1.20267,1.19859,1.20042
2021-05-05T18:00:00-03:00,1.20042,1.20717,1.19931,1.20647
2021-05-06T18:00:00-03:00,1.20647,1.2171399999999999,1.20527,1.21629
2021-05-09T18:00:00-03:00,1.21629,1.21782,1.21275,1.21287
2021-05-10T18:00:00-03:00,1.21287,1.21817,1.21231,1.21454
2021-05-11T18:00:00-03:00,1.21454,1.21522,1.20656,1.20678
2021-05-12T18:00:00-03:00,1.20678,1.21061,1.20513,1.20781
2021-05-13T18:00:00-03:00,1.20781,1.21477,1.20707,1.21448
2021-05-16T18:00:00-03:00,1.21435,1.21688,1.21261,1.21481
2021-05-17T18:00:00-03:00,1.21481,1.2234099999999999,1.21481,1.22217
2021-05-18T18:00:00-03:00,1.22217,1.22454,1.21597,1.2169699999999999
2021-05-19T18:00:00-03:00,1.2169699999999999,1.22293,1.21686,1.22269
2021-05-20T18:00:00-03:00,1.22269,1.22399,1.21607,1.21807
2021-05-23T18:00:00-03:00,1.21745,1.223,1.21718,1.22137
2021-05-24T18:00:00-03:00,1.22137,1.22664,1.22107,1.22484
2021-05-25T18:00:00-03:00,1.22484,1.2262899999999999,1.2181899999999999,1.21921
2021-05-26T18:00:00-03:00,1.21921,1.22151,1.21752,1.21937
2021-05-27T18:00:00-03:00,1.21937,1.22048,1.21326,1.21915
2021-05-30T18:00:00-03:00,1.21994,1.22313,1.21833,1.22237
2021-05-31T18:00:00-03:00,1.22237,1.22544,1.22107,1.22128
2021-06-01T18:00:00-03:00,1.22128,1.22265,1.2164,1.2209
2021-06-02T18:00:00-03:00,1.2209,1.22142,1.21181,1.21265
2021-06-03T18:00:00-03:00,1.21265,1.21858,1.21039,1.21664
2021-06-06T18:00:00-03:00,1.21605,1.22018,1.21449,1.21893
2021-06-07T18:00:00-03:00,1.21893,1.21942,1.21642,1.21729
2021-06-08T18:00:00-03:00,1.21729,1.2218,1.21711,1.21779
2021-06-09T18:00:00-03:00,1.21779,1.21947,1.21432,1.21672
2021-06-10T18:00:00-03:00,1.21672,1.2193,1.20926,1.2108
2021-06-13T18:00:00-03:00,1.2108,1.21305,1.20941,1.21189
2021-06-14T18:00:00-03:00,1.21189,1.21473,1.21012,1.21259
2021-06-15T18:00:00-03:00,1.21259,1.21348,1.19924,1.19945
2021-06-16T18:00:00-03:00,1.19945,1.20064,1.18916,1.19052
2021-06-17T18:00:00-03:00,1.19052,1.19249,1.18471,1.18624
2021-06-20T18:00:00-03:00,1.18559,1.19214,1.18476,1.19164
2021-06-21T18:00:00-03:00,1.19164,1.19527,1.1881,1.19368
2021-06-22T18:00:00-03:00,1.19368,1.19701,1.19114,1.19257
2021-06-23T18:00:00-03:00,1.19257,1.19563,1.19177,1.19313
2021-06-24T18:00:00-03:00,1.19313,1.19753,1.19263,1.19351
2021-06-27T18:00:00-03:00,1.19324,1.19445,1.19023,1.19218
2021-06-28T18:00:00-03:00,1.19218,1.19297,1.18776,1.18949
2021-06-29T18:00:00-03:00,1.18949,1.1909,1.1844999999999999,1.18561
2021-06-30T18:00:00-03:00,1.18561,1.18842,1.18373,1.18483
2021-07-01T18:00:00-03:00,1.18483,1.18742,1.1807,1.1864
2021-07-04T18:00:00-03:00,1.18658,1.18805,1.18513,1.18593
2021-07-05T18:00:00-03:00,1.18593,1.18952,1.1806699999999999,1.18234
2021-07-06T18:00:00-03:00,1.18234,1.18364,1.17813,1.179
2021-07-07T18:00:00-03:00,1.179,1.18678,1.17834,1.1842
2021-07-08T18:00:00-03:00,1.1842,1.18812,1.1824999999999999,1.1877
2021-07-11T18:00:00-03:00,1.18698,1.18802,1.18361,1.18592
2021-07-12T18:00:00-03:00,1.18592,1.18751,1.17721,1.1776
2021-07-13T18:00:00-03:00,1.1776,1.18388,1.17719,1.18346
2021-07-14T18:00:00-03:00,1.18346,1.18507,1.17961,1.18106
2021-07-15T18:00:00-03:00,1.18106,1.18224,1.17922,1.18011
2021-07-18T18:00:00-03:00,1.18071,1.18245,1.17636,1.17969
2021-07-19T18:00:00-03:00,1.17969,1.18024,1.17556,1.17765
2021-07-20T18:00:00-03:00,1.17765,1.18048,1.17517,1.17903
2021-07-21T18:00:00-03:00,1.17903,1.18305,1.17573,1.17704
2021-07-22T18:00:00-03:00,1.17704,1.17864,1.17544,1.17671
2021-07-25T18:00:00-03:00,1.17715,1.18173,1.17634,1.18021
2021-07-26T18:00:00-03:00,1.18021,1.18412,1.177,1.18163
2021-07-27T18:00:00-03:00,1.18163,1.18496,1.1772,1.18427
2021-07-28T18:00:00-03:00,1.18427,1.18928,1.18388,1.18847
2021-07-29T18:00:00-03:00,1.18847,1.19087,1.18515,1.18673
2021-08-01T18:00:00-03:00,1.18673,1.1897,1.1859,1.18665
2021-08-02T18:00:00-03:00,1.18665,1.18934,1.18535,1.1863299999999999
2021-08-03T18:00:00-03:00,1.1863299999999999,1.18997,1.18326,1.18366
2021-08-04T18:00:00-03:00,1.18366,1.18573,1.18282,1.1832
2021-08-05T18:00:00-03:00,1.1832,1.18354,1.17542,1.17587
2021-08-08T18:00:00-03:00,1.17587,1.1769,1.17321,1.1736
2021-08-09T18:00:00-03:00,1.1736,1.17428,1.17095,1.17174
2021-08-10T18:00:00-03:00,1.17174,1.1754,1.17059,1.17364
2021-08-11T18:00:00-03:00,1.17364,1.17483,1.17236,1.17295
2021-08-12T18:00:00-03:00,1.17295,1.18048,1.17285,1.17949
2021-08-15T18:00:00-03:00,1.17943,1.1801,1.17674,1.17765
2021-08-16T18:00:00-03:00,1.17765,1.17848,1.17054,1.17083
2021-08-17T18:00:00-03:00,1.17083,1.17428,1.16936,1.17088
2021-08-18T18:00:00-03:00,1.17088,1.17166,1.16658,1.16743
2021-08-19T18:00:00-03:00,1.16743,1.17045,1.16639,1.16995
2021-08-22T18:00:00-03:00,1.16995,1.17503,1.1691,1.17434
2021-08-23T18:00:00-03:00,1.17434,1.17652,1.17271,1.17539
2021-08-24T18:00:00-03:00,1.17539,1.1774499999999999,1.1726,1.17705
2021-08-25T18:00:00-03:00,1.17705,1.1779,1.17459,1.17515
2021-08-26T18:00:00-03:00,1.17515,1.18023,1.1735,1.17958
2021-08-29T18:00:00-03:00,1.17936,1.18099,1.17827,1.17964
2021-08-30T18:00:00-03:00,1.17964,1.18451,1.17936,1.18081
2021-08-31T18:00:00-03:00,1.18081,1.18573,1.17936,1.1839
2021-09-01T18:00:00-03:00,1.1839,1.18761,1.18343,1.18747
2021-09-02T18:00:00-03:00,1.18747,1.1909,1.18657,1.18782
2021-09-05T18:00:00-03:00,1.18763,1.18864,1.18558,1.18684
2021-09-06T18:00:00-03:00,1.18684,1.18854,1.18374,1.18384
